sku_id,Current_Inventory,Average_Daily_Demand,Average_Unit_Price,Days_of_Supply,Stockout_Risk_Score,Overstock_Risk_Score,Risk_Level,Primary_Risk,Recommended_Action,Sales_at_Risk,Capital_Locked
224,167.0,30.242134062927498,1500.0,5.522097073325191,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,238156.81,250500.0
225,136.0,33.58002735978112,850.0,4.0500264798142345,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,149850.87,115600.0
226,249.0,33.43365253077975,250.0,7.447585924713584,0.4,0.75,HIGH,OVERSTOCK,REDUCE INVENTORY / PROMOTE,23403.56,62250.0
227,86.0,35.96306429548564,450.0,2.3913423865495074,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,113283.65,38700.0
228,56.0,35.32010943912449,350.0,1.5854990510864093,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,86534.27,19600.0
229,213.0,38.31737346101231,1200.0,5.558836129953589,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,241399.45,255600.0
230,169.0,30.220246238030096,999.0,5.592277398035399,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,158497.64,168831.0
231,249.0,32.74008207934337,550.0,7.605356620565746,0.4,0.75,HIGH,OVERSTOCK,REDUCE INVENTORY / PROMOTE,50419.73,136950.0
232,196.0,32.23255813953488,700.0,6.080808080808081,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,118454.65,137200.0
233,113.0,34.844049247606016,550.0,3.2430214754034004,0.75,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,100612.19,62150.0
234,71.0,29.35704514363885,650.0,2.4184995340167754,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,133574.56,46150.0
235,84.0,32.75376196990424,850.0,2.5645909033955645,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,194884.88,71400.0
236,214.0,37.205198358413135,350.0,5.751884399014597,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,68364.55,74900.0
237,75.0,36.82626538987688,999.0,2.036589895988113,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,257526.07,74925.0
238,166.0,32.64569083447332,1500.0,5.084897753938988,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,257084.82,249000.0
239,202.0,35.04924760601915,1500.0,5.763319152257914,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,276012.82,303000.0
240,205.0,33.683994528043776,350.0,6.0859765260122645,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,61894.34,71750.0
241,223.0,37.071135430916556,650.0,6.0154618251595995,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,126505.25,144950.0
242,161.0,31.92749658002736,450.0,5.042675350272077,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,75428.71,72450.0
243,213.0,38.59917920656635,850.0,5.518252055571307,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,172248.84,181050.0
244,230.0,37.935704514363884,550.0,6.062889906602719,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,109539.35,126500.0
245,32.0,30.276333789329687,550.0,1.0569311404301462,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,116563.89,17600.0
246,50.0,31.845417236662108,350.0,1.5700846256282486,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,78021.27,17500.0
247,233.0,38.73187414500684,700.0,6.015717161727828,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,142339.64,163100.0
248,67.0,32.29138166894665,700.0,2.0748570218174116,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,158227.77,46900.0
249,114.0,29.440492476060193,700.0,3.872217833743785,0.75,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,108193.81,79800.0
250,49.0,31.181942544459645,550.0,1.571422304115118,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,120050.48,26950.0
251,224.0,35.96990424076608,999.0,6.22742831064121,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,188653.16,223776.0
252,27.0,28.913816689466483,850.0,0.9338096139288419,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,172037.21,22950.0
253,108.0,33.19015047879617,350.0,3.2539774132388097,0.75,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,60986.9,37800.0
254,111.0,32.78112175102599,550.0,3.3860952301464757,0.75,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,94655.49,61050.0
255,28.0,34.461012311901506,850.0,0.812512405224088,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,205043.02,23800.0
256,11.0,38.83857729138167,350.0,0.28322355676094535,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,95154.51,3850.0
257,117.0,36.97264021887825,550.0,3.1645021645021645,0.75,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,106758.5,64350.0
258,207.0,29.616963064295486,1200.0,6.9892378752886835,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,186586.87,248400.0
259,71.0,37.510259917920656,650.0,1.8928154631655727,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,170671.68,46150.0
260,209.0,33.0,700.0,6.333333333333333,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,121275.0,146300.0
261,155.0,32.14774281805745,850.0,4.821489361702128,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,143459.3,131750.0
262,186.0,31.703146374829,550.0,5.866925566343042,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,91542.84,102300.0
263,120.0,35.9890560875513,1200.0,3.334346966702144,0.75,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,226731.05,144000.0
264,39.0,30.94391244870041,250.0,1.260344827586207,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,54151.85,9750.0
265,169.0,34.72777017783858,650.0,4.866422437564012,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,118508.52,109850.0
266,196.0,37.33378932968536,700.0,5.249935876296215,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,137201.68,137200.0
267,236.0,37.77428180574555,450.0,6.247636982580669,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,89241.74,106200.0
268,187.0,30.559507523939807,999.0,6.119208559022338,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,160276.98,186813.0
269,216.0,34.4172366621067,250.0,6.2759251162605825,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,45172.62,54000.0
270,104.0,34.55403556771546,850.0,3.0097786927431804,0.75,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,154197.38,88400.0
271,24.0,30.81532147742818,850.0,0.7788333481310485,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,183351.16,20400.0
272,84.0,36.66894664842681,999.0,2.2907666480134306,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,256425.94,83916.0
273,233.0,29.045143638850888,450.0,8.021995101733234,0.4,1.0,HIGH,OVERSTOCK,REDUCE INVENTORY / PROMOTE,36596.88,104850.0
274,166.0,29.761969904240765,350.0,5.577587791873507,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,54687.62,58100.0
275,187.0,34.707250341997266,700.0,5.387923219423751,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,127549.15,130900.0
276,195.0,32.719562243502054,1500.0,5.959737436240488,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,257666.55,292500.0
277,235.0,37.66210670314638,999.0,6.239693436489775,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,197528.33,234765.0
278,39.0,33.69904240766074,450.0,1.15730291467078,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,106151.98,17550.0
279,204.0,33.21751025991792,650.0,6.141339263652088,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,113354.75,132600.0
280,215.0,30.979480164158687,450.0,6.940077717919279,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,73189.02,96750.0
281,77.0,34.28864569083447,999.0,2.245641332535408,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,239780.5,76923.0
282,67.0,35.398084815321475,700.0,1.8927577678157368,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,173450.62,46900.0
283,213.0,29.60191518467852,650.0,7.195480382642452,0.4,0.75,HIGH,OVERSTOCK,REDUCE INVENTORY / PROMOTE,53875.49,138450.0
284,56.0,32.68673050615595,250.0,1.7132334477274629,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,57201.78,14000.0
285,212.0,37.16689466484268,850.0,5.704000883359711,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,165857.27,180200.0
286,53.0,38.06155950752394,650.0,1.392481040865471,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,173180.1,34450.0
287,202.0,33.14363885088919,250.0,6.094683836882946,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,43501.03,50500.0
288,225.0,34.48153214774282,350.0,6.525232087598191,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,63359.82,78750.0
