date,sku_id,units_sold,unit_price,promotion
04-01-2025,140,27,999,0
04-01-2025,273,35,450,1
04-01-2025,261,27,850,0
04-01-2025,106,21,1200,0
04-01-2025,244,32,550,0
04-01-2025,117,35,250,0
04-01-2025,248,31,700,0
04-01-2025,266,24,700,0
04-01-2025,127,35,999,0
04-01-2025,187,14,450,0
04-01-2025,125,26,650,0
04-01-2025,214,14,450,0
04-01-2025,286,27,650,0
04-01-2025,117,22,250,0
04-01-2025,180,46,250,1
04-01-2025,295,28,450,0
04-01-2025,161,43,700,1
04-01-2025,127,27,999,0
04-01-2025,198,27,1200,0
04-01-2025,202,23,550,0
04-01-2025,233,32,550,0
04-01-2025,163,14,1500,0
04-01-2025,292,28,999,1
04-01-2025,205,31,1200,0
04-01-2025,158,27,450,0
04-01-2025,293,27,999,0
04-01-2025,285,25,850,0
04-01-2025,200,21,850,0
04-01-2025,105,22,650,0
04-01-2025,220,21,350,0
04-01-2025,212,25,1500,0
04-01-2025,130,21,250,0
04-01-2025,227,26,450,0
04-01-2025,269,18,250,0
04-01-2025,122,19,450,0
04-01-2025,245,21,550,0
04-01-2025,129,25,700,0
04-01-2025,250,27,550,0
04-01-2025,184,18,450,0
04-01-2025,102,25,1500,0
04-01-2025,294,21,850,0
04-01-2025,134,26,999,0
04-01-2025,220,30,350,0
04-01-2025,137,24,999,0
04-01-2025,287,30,250,0
04-01-2025,248,34,700,1
04-01-2025,261,22,850,0
04-01-2025,187,28,450,0
04-01-2025,194,37,350,1
04-01-2025,227,26,450,0
04-01-2025,257,30,550,0
04-01-2025,270,46,850,1
04-01-2025,104,26,1500,0
04-01-2025,233,32,550,1
04-01-2025,122,36,450,1
04-01-2025,158,20,450,0
04-01-2025,266,25,700,0
04-01-2025,151,23,1200,0
04-01-2025,260,16,700,0
04-01-2025,193,32,999,0
04-01-2025,147,40,850,1
04-01-2025,167,37,450,0
04-01-2025,207,37,700,1
04-01-2025,254,19,550,0
04-01-2025,222,26,1200,0
04-01-2025,287,40,250,1
04-01-2025,274,21,350,0
04-01-2025,251,34,999,0
04-01-2025,221,28,850,0
04-01-2025,158,20,450,0
04-01-2025,183,17,850,0
04-01-2025,124,22,350,0
04-01-2025,175,35,850,1
04-01-2025,286,38,650,0
04-01-2025,186,39,850,1
04-01-2025,123,30,450,1
04-01-2025,231,30,550,0
04-01-2025,293,43,999,1
04-01-2025,274,44,350,1
04-01-2025,155,22,850,0
04-01-2025,191,21,1500,0
04-01-2025,207,21,700,0
04-01-2025,150,23,999,1
04-01-2025,154,38,1200,1
04-01-2025,148,20,550,0
04-01-2025,299,33,850,1
04-01-2025,250,33,550,0
04-01-2025,269,32,250,1
04-01-2025,264,22,250,0
04-01-2025,292,49,999,1
04-01-2025,122,35,450,1
04-01-2025,277,24,999,0
04-01-2025,114,33,350,1
04-01-2025,196,24,550,0
04-01-2025,219,20,700,0
04-01-2025,172,32,850,0
04-01-2025,130,21,250,0
04-01-2025,139,30,250,0
04-01-2025,265,30,650,0
04-01-2025,164,23,250,0
04-01-2025,163,24,1500,0
04-01-2025,285,18,850,0
04-01-2025,129,34,700,1
04-01-2025,284,32,250,0
04-01-2025,285,29,850,0
04-01-2025,220,27,350,0
04-01-2025,134,38,999,1
04-01-2025,132,25,850,0
04-01-2025,157,40,1200,1
04-01-2025,216,22,1200,0
04-01-2025,131,38,250,1
04-01-2025,192,22,1500,0
04-01-2025,124,22,350,0
04-01-2025,209,29,450,0
04-01-2025,105,25,650,0
04-01-2025,242,21,450,0
04-01-2025,112,31,700,0
04-01-2025,139,28,250,0
04-01-2025,135,23,350,0
04-01-2025,267,29,450,0
04-01-2025,111,24,450,0
04-01-2025,186,35,850,0
04-01-2025,219,22,700,0
04-01-2025,204,17,1500,0
04-01-2025,237,21,999,0
05-01-2025,261,38,850,1
05-01-2025,179,34,1200,1
05-01-2025,266,21,700,0
05-01-2025,164,27,250,0
05-01-2025,297,26,1200,0
05-01-2025,201,35,850,1
05-01-2025,248,28,700,0
05-01-2025,276,28,1500,0
05-01-2025,259,22,650,0
05-01-2025,271,42,850,1
05-01-2025,208,24,250,0
05-01-2025,109,28,550,1
05-01-2025,199,28,650,0
05-01-2025,137,36,999,1
05-01-2025,278,32,450,1
05-01-2025,148,21,550,0
05-01-2025,146,24,999,0
05-01-2025,150,26,999,0
05-01-2025,229,19,1200,1
05-01-2025,215,19,550,0
05-01-2025,290,24,999,0
05-01-2025,184,45,450,1
05-01-2025,157,21,1200,0
05-01-2025,110,42,700,1
05-01-2025,102,31,1500,0
05-01-2025,175,26,850,0
05-01-2025,286,35,650,1
05-01-2025,205,24,1200,0
05-01-2025,279,31,650,0
05-01-2025,121,23,450,0
05-01-2025,119,27,650,0
05-01-2025,267,21,450,0
05-01-2025,122,17,450,0
05-01-2025,111,28,450,0
05-01-2025,181,17,450,0
05-01-2025,285,29,850,0
05-01-2025,238,21,1500,1
05-01-2025,120,32,850,1
05-01-2025,268,26,999,0
05-01-2025,269,33,250,1
05-01-2025,261,29,850,0
05-01-2025,281,24,999,0
05-01-2025,148,30,550,0
05-01-2025,296,39,650,1
05-01-2025,165,27,250,0
05-01-2025,261,24,850,0
05-01-2025,216,44,1200,1
05-01-2025,256,28,350,0
05-01-2025,226,43,250,1
05-01-2025,229,20,1200,0
05-01-2025,224,35,1500,0
05-01-2025,256,16,350,0
05-01-2025,248,34,700,1
05-01-2025,127,23,999,0
05-01-2025,266,29,700,0
05-01-2025,208,44,250,1
05-01-2025,165,31,250,0
05-01-2025,203,34,550,0
05-01-2025,294,37,850,0
05-01-2025,272,39,999,1
05-01-2025,267,51,450,1
05-01-2025,193,22,999,0
05-01-2025,257,21,550,0
05-01-2025,178,22,450,0
05-01-2025,238,32,1500,0
05-01-2025,228,21,350,0
05-01-2025,150,30,999,0
05-01-2025,154,33,1200,0
05-01-2025,113,36,1200,0
05-01-2025,128,23,350,1
05-01-2025,187,26,450,0
05-01-2025,196,35,550,1
05-01-2025,134,19,999,0
05-01-2025,184,25,450,0
05-01-2025,221,35,850,1
05-01-2025,147,26,850,0
05-01-2025,168,26,650,0
05-01-2025,174,26,650,0
05-01-2025,202,38,550,1
05-01-2025,174,41,650,1
05-01-2025,248,21,700,0
05-01-2025,166,41,850,1
05-01-2025,187,23,450,0
05-01-2025,176,30,1200,0
05-01-2025,137,21,999,0
05-01-2025,238,43,1500,1
05-01-2025,148,25,550,0
05-01-2025,160,26,350,0
05-01-2025,259,21,650,0
05-01-2025,290,34,999,0
05-01-2025,235,25,850,0
05-01-2025,284,18,250,0
05-01-2025,271,16,850,0
05-01-2025,197,25,350,0
05-01-2025,255,34,850,0
05-01-2025,166,37,850,1
05-01-2025,193,33,999,1
05-01-2025,208,34,250,1
05-01-2025,293,29,999,0
05-01-2025,270,21,850,0
05-01-2025,198,24,1200,0
05-01-2025,231,28,550,0
05-01-2025,141,25,999,0
05-01-2025,261,21,850,0
05-01-2025,211,25,1200,0
05-01-2025,207,40,700,1
05-01-2025,254,26,550,0
05-01-2025,227,38,450,1
05-01-2025,115,30,999,0
05-01-2025,158,42,450,1
05-01-2025,136,24,350,0
05-01-2025,247,26,700,0
05-01-2025,108,23,650,0
05-01-2025,141,23,999,0
05-01-2025,220,45,350,1
05-01-2025,239,23,1500,0
05-01-2025,201,43,850,1
05-01-2025,273,20,450,0
05-01-2025,284,39,250,1
05-01-2025,127,20,999,0
05-01-2025,291,19,650,0
05-01-2025,223,31,250,1
05-01-2025,228,22,350,0
05-01-2025,120,29,850,0
05-01-2025,225,28,850,0
05-01-2025,246,14,350,0
05-01-2025,217,51,650,1
05-01-2025,117,22,250,0
05-01-2025,205,45,1200,1
05-01-2025,288,36,350,1
05-01-2025,245,42,550,1
05-01-2025,128,18,350,0
05-01-2025,292,25,999,0
05-01-2025,292,42,999,1
05-01-2025,134,25,999,0
05-01-2025,261,26,850,0
05-01-2025,182,34,350,1
06-01-2025,219,34,700,0
06-01-2025,190,33,350,1
06-01-2025,257,27,550,0
06-01-2025,300,27,1200,1
06-01-2025,260,32,700,1
06-01-2025,287,22,250,0
06-01-2025,290,36,999,0
06-01-2025,119,31,650,1
06-01-2025,151,46,1200,1
06-01-2025,245,23,550,0
06-01-2025,219,34,700,1
06-01-2025,111,22,450,0
06-01-2025,120,24,850,0
06-01-2025,205,28,1200,1
06-01-2025,224,21,1500,0
06-01-2025,134,45,999,1
06-01-2025,135,45,350,1
06-01-2025,126,33,1200,0
06-01-2025,213,33,350,0
06-01-2025,102,30,1500,1
06-01-2025,215,18,550,0
06-01-2025,196,16,550,0
06-01-2025,194,22,350,0
06-01-2025,236,24,350,0
06-01-2025,205,19,1200,0
06-01-2025,246,14,350,0
06-01-2025,253,33,350,1
06-01-2025,285,18,850,0
06-01-2025,260,25,700,0
06-01-2025,204,22,1500,0
06-01-2025,199,23,650,1
06-01-2025,148,20,550,0
06-01-2025,220,21,350,0
06-01-2025,128,23,350,0
06-01-2025,287,19,250,0
06-01-2025,270,22,850,0
06-01-2025,124,32,350,1
06-01-2025,258,26,1200,0
06-01-2025,124,22,350,0
06-01-2025,245,23,550,0
06-01-2025,118,25,850,0
06-01-2025,198,43,1200,1
06-01-2025,232,21,700,0
06-01-2025,246,39,350,1
06-01-2025,184,16,450,0
06-01-2025,285,26,850,0
06-01-2025,255,28,850,0
06-01-2025,142,30,1500,0
06-01-2025,235,31,850,0
06-01-2025,247,26,700,0
06-01-2025,167,28,450,0
06-01-2025,248,18,700,0
06-01-2025,280,20,450,0
06-01-2025,264,26,250,0
06-01-2025,253,21,350,0
06-01-2025,227,48,450,1
06-01-2025,155,28,850,0
06-01-2025,260,39,700,1
06-01-2025,173,23,1200,0
06-01-2025,207,28,700,0
06-01-2025,163,36,1500,1
06-01-2025,163,36,1500,1
06-01-2025,132,44,850,1
06-01-2025,293,27,999,0
06-01-2025,130,20,250,0
06-01-2025,118,32,850,1
06-01-2025,288,27,350,1
06-01-2025,212,25,1500,0
06-01-2025,188,29,550,0
06-01-2025,248,26,700,0
06-01-2025,177,22,650,0
06-01-2025,126,24,1200,0
06-01-2025,246,20,350,0
06-01-2025,136,26,350,0
06-01-2025,211,22,1200,0
06-01-2025,290,25,999,0
06-01-2025,288,28,350,0
06-01-2025,173,24,1200,0
06-01-2025,257,37,550,1
06-01-2025,223,25,250,0
06-01-2025,196,53,550,1
06-01-2025,128,21,350,0
06-01-2025,176,20,1200,0
06-01-2025,231,37,550,1
06-01-2025,298,25,550,0
06-01-2025,101,27,250,0
06-01-2025,244,40,550,1
06-01-2025,270,21,850,0
06-01-2025,291,17,650,0
06-01-2025,185,27,550,1
06-01-2025,124,22,350,0
06-01-2025,155,29,850,0
06-01-2025,271,40,850,1
06-01-2025,276,27,1500,1
06-01-2025,228,23,350,0
06-01-2025,125,27,650,0
06-01-2025,125,40,650,1
06-01-2025,196,49,550,1
06-01-2025,218,25,250,0
06-01-2025,107,20,550,0
06-01-2025,238,23,1500,0
06-01-2025,209,22,450,0
06-01-2025,103,51,700,1
06-01-2025,120,43,850,1
06-01-2025,191,20,1500,0
06-01-2025,245,38,550,1
06-01-2025,266,33,700,1
06-01-2025,187,20,450,0
06-01-2025,160,35,350,1
06-01-2025,294,28,850,0
06-01-2025,192,43,1500,1
06-01-2025,164,26,250,0
06-01-2025,189,18,650,0
06-01-2025,103,31,700,0
06-01-2025,161,21,700,0
06-01-2025,204,22,1500,0
06-01-2025,284,35,250,0
06-01-2025,248,24,700,0
06-01-2025,257,27,550,0
06-01-2025,209,22,450,0
06-01-2025,123,23,450,0
06-01-2025,179,25,1200,0
06-01-2025,300,41,1200,1
06-01-2025,109,48,550,1
06-01-2025,276,26,1500,0
06-01-2025,237,26,999,0
06-01-2025,157,27,1200,0
06-01-2025,256,33,350,0
06-01-2025,268,28,999,0
06-01-2025,109,23,550,0
06-01-2025,122,21,450,0
06-01-2025,234,36,650,1
06-01-2025,300,21,1200,0
06-01-2025,105,26,650,0
06-01-2025,234,23,650,0
06-01-2025,128,31,350,0
06-01-2025,231,42,550,1
06-01-2025,225,24,850,0
07-01-2025,119,24,650,0
07-01-2025,237,24,999,0
07-01-2025,280,18,450,0
07-01-2025,273,27,450,0
07-01-2025,106,30,1200,0
07-01-2025,150,23,999,0
07-01-2025,149,30,1200,0
07-01-2025,191,38,1500,0
07-01-2025,129,26,700,0
07-01-2025,271,38,850,1
07-01-2025,256,24,350,0
07-01-2025,262,26,550,0
07-01-2025,140,30,999,0
07-01-2025,103,30,700,1
07-01-2025,283,27,650,0
07-01-2025,158,30,450,0
07-01-2025,232,25,700,0
07-01-2025,282,18,700,0
07-01-2025,108,28,650,0
07-01-2025,102,28,1500,0
07-01-2025,102,21,1500,0
07-01-2025,132,21,850,0
07-01-2025,111,17,450,0
07-01-2025,264,23,250,0
07-01-2025,222,22,1200,0
07-01-2025,297,15,1200,0
07-01-2025,261,44,850,1
07-01-2025,293,26,999,1
07-01-2025,148,18,550,0
07-01-2025,158,22,450,0
07-01-2025,270,24,850,1
07-01-2025,149,28,1200,0
07-01-2025,112,19,700,0
07-01-2025,234,32,650,0
07-01-2025,261,37,850,0
07-01-2025,294,22,850,0
07-01-2025,286,46,650,1
07-01-2025,125,40,650,1
07-01-2025,255,21,850,0
07-01-2025,270,32,850,0
07-01-2025,240,43,350,1
07-01-2025,264,32,250,1
07-01-2025,268,22,999,0
07-01-2025,190,24,350,0
07-01-2025,109,38,550,1
07-01-2025,192,23,1500,0
07-01-2025,141,19,999,0
07-01-2025,123,23,450,0
07-01-2025,125,25,650,0
07-01-2025,240,25,350,0
07-01-2025,201,23,850,0
07-01-2025,208,22,250,1
07-01-2025,250,24,550,0
07-01-2025,210,39,250,1
07-01-2025,227,38,450,1
07-01-2025,118,36,850,1
07-01-2025,271,27,850,0
07-01-2025,190,39,350,1
07-01-2025,132,24,850,0
07-01-2025,263,27,1200,0
07-01-2025,247,31,700,1
07-01-2025,111,23,450,0
07-01-2025,139,43,250,1
07-01-2025,104,28,1500,0
07-01-2025,155,24,850,0
07-01-2025,120,17,850,1
07-01-2025,242,27,450,0
07-01-2025,205,26,1200,0
07-01-2025,297,37,1200,1
07-01-2025,250,23,550,0
07-01-2025,223,20,250,0
07-01-2025,202,19,550,0
07-01-2025,111,17,450,0
07-01-2025,115,17,999,0
07-01-2025,224,19,1500,0
07-01-2025,101,19,250,0
07-01-2025,109,48,550,1
07-01-2025,144,20,650,0
07-01-2025,277,42,999,1
07-01-2025,192,14,1500,0
07-01-2025,242,19,450,0
07-01-2025,183,32,850,1
07-01-2025,135,25,350,0
07-01-2025,175,27,850,0
07-01-2025,119,24,650,1
07-01-2025,255,39,850,1
07-01-2025,137,26,999,0
07-01-2025,176,30,1200,1
07-01-2025,297,28,1200,1
07-01-2025,219,27,700,0
07-01-2025,192,16,1500,0
07-01-2025,209,29,450,0
07-01-2025,257,19,550,0
07-01-2025,151,24,1200,0
07-01-2025,228,31,350,0
