date,sku_id,units_sold,unit_price,promotion,product_name,category,list_price,reorder_point,day_name,month,is_weekend,is_holiday,on_hand_units,on_order_units
2025-01-01,210,32,250,0,Pen Holder 110,Office Supplies,750,93,Wednesday,1,0,1,,
2025-01-01,189,38,650,0,File Cabinet 89,Furniture,1200,33,Wednesday,1,0,1,,
2025-01-01,191,22,1500,0,Table Lamp 91,Electronics,2200,32,Wednesday,1,0,1,,
2025-01-01,146,29,999,1,Keyboard 46,Office Supplies,750,85,Wednesday,1,0,1,93.0,18.0
2025-01-01,119,26,650,0,Conference Chair 19,Electronics,1800,87,Wednesday,1,0,1,108.0,33.0
2025-01-01,211,21,1200,0,Table Lamp 111,Accessories,350,56,Wednesday,1,0,1,,
2025-01-01,278,32,450,1,Desk Organizer 178,Lighting,2200,100,Wednesday,1,0,1,124.0,51.0
2025-01-01,113,22,1200,0,Whiteboard 13,Storage,1200,72,Wednesday,1,0,1,,
2025-01-01,272,31,999,1,Wall Clock 172,Stationery,900,61,Wednesday,1,0,1,,
2025-01-01,266,25,700,0,Keyboard 166,Office Supplies,850,50,Wednesday,1,0,1,114.0,27.0
2025-01-01,156,38,999,1,Storage Box 56,Home Decor,550,83,Wednesday,1,0,1,,
2025-01-01,227,37,450,1,Mouse 127,Accessories,450,46,Wednesday,1,0,1,,
2025-01-01,134,32,999,0,Printer Stand 34,Lighting,1800,50,Wednesday,1,0,1,171.0,6.0
2025-01-01,252,20,850,0,Wall Clock 152,Home Decor,250,92,Wednesday,1,0,1,56.0,48.0
2025-01-01,241,35,650,1,Office Chair 141,Storage,550,59,Wednesday,1,0,1,,
2025-01-01,171,16,700,0,Table Lamp 71,Accessories,2200,37,Wednesday,1,0,1,,
2025-01-01,114,22,350,0,Printer Stand 14,Office Supplies,700,86,Wednesday,1,0,1,,
2025-01-01,295,18,450,0,Office Desk 195,Electronics,1800,32,Wednesday,1,0,1,,
2025-01-01,190,17,350,0,Pen Holder 90,Lighting,1800,60,Wednesday,1,0,1,,
2025-01-01,279,22,650,0,Conference Chair 179,Electronics,450,92,Wednesday,1,0,1,,
2025-01-01,236,38,350,1,Storage Box 136,Home Decor,600,21,Wednesday,1,0,1,,
2025-01-01,256,26,350,0,Storage Box 156,Stationery,999,74,Wednesday,1,0,1,,
2025-01-01,252,32,850,0,Wall Clock 152,Home Decor,250,92,Wednesday,1,0,1,56.0,48.0
2025-01-01,139,24,250,0,Conference Chair 39,Accessories,600,38,Wednesday,1,0,1,28.0,7.0
2025-01-01,173,32,1200,0,Whiteboard 73,Furniture,2200,89,Wednesday,1,0,1,,
2025-01-01,194,18,350,0,Printer Stand 94,Office Supplies,450,50,Wednesday,1,0,1,,
2025-01-01,200,24,850,0,Drawer Unit 100,Stationery,600,97,Wednesday,1,0,1,87.0,41.0
2025-01-01,109,24,550,0,File Cabinet 9,Furniture,850,30,Wednesday,1,0,1,,
2025-01-01,210,21,250,0,Pen Holder 110,Office Supplies,750,93,Wednesday,1,0,1,,
2025-01-01,131,27,250,0,Table Lamp 31,Accessories,1800,80,Wednesday,1,0,1,,
2025-01-01,249,29,700,0,File Cabinet 149,Storage,1500,55,Wednesday,1,0,1,,
2025-01-01,237,33,999,1,Laptop Stand 137,Furniture,450,97,Wednesday,1,0,1,,
2025-01-01,285,31,850,1,Monitor Stand 185,Furniture,250,82,Wednesday,1,0,1,,
2025-01-01,249,37,700,1,File Cabinet 149,Storage,1500,55,Wednesday,1,0,1,,
2025-01-01,174,37,650,1,Printer Stand 74,Lighting,250,38,Wednesday,1,0,1,,
2025-01-01,294,24,850,0,Printer Stand 194,Lighting,250,87,Wednesday,1,0,1,36.0,15.0
2025-01-01,183,31,850,1,Desk Lamp 83,Electronics,700,85,Wednesday,1,0,1,179.0,15.0
2025-01-01,166,25,850,0,Keyboard 66,Lighting,850,64,Wednesday,1,0,1,,
2025-01-01,282,43,700,1,Study Table 182,Office Supplies,550,92,Wednesday,1,0,1,118.0,39.0
2025-01-01,175,29,850,0,Office Desk 75,Electronics,1500,24,Wednesday,1,0,1,,
2025-01-01,116,23,1200,0,Storage Box 16,Home Decor,750,38,Wednesday,1,0,1,237.0,9.0
2025-01-01,194,23,350,0,Printer Stand 94,Office Supplies,450,50,Wednesday,1,0,1,,
2025-01-01,260,20,700,0,Drawer Unit 160,Home Decor,2200,82,Wednesday,1,0,1,,
2025-01-01,138,19,450,0,Desk Organizer 38,Office Supplies,999,58,Wednesday,1,0,1,,
2025-01-01,193,23,999,0,Whiteboard 93,Storage,750,56,Wednesday,1,0,1,,
2025-01-01,126,32,1200,1,Keyboard 26,Lighting,1200,35,Wednesday,1,0,1,,
2025-01-01,238,31,1500,0,Desk Organizer 138,Lighting,700,59,Wednesday,1,0,1,,
2025-01-01,196,18,550,0,Storage Box 96,Home Decor,999,71,Wednesday,1,0,1,,
2025-01-01,167,18,450,0,Mouse 67,Electronics,350,65,Wednesday,1,0,1,,
2025-01-01,146,23,999,0,Keyboard 46,Office Supplies,750,85,Wednesday,1,0,1,93.0,18.0
2025-01-01,213,27,350,0,Whiteboard 113,Furniture,1200,44,Wednesday,1,0,1,,
2025-01-01,234,21,650,0,Printer Stand 134,Office Supplies,750,48,Wednesday,1,0,1,,
2025-01-01,289,31,999,0,File Cabinet 189,Storage,1200,80,Wednesday,1,0,1,,
2025-01-01,188,19,550,0,Notebook 88,Home Decor,999,57,Wednesday,1,0,1,,
2025-01-01,133,27,550,0,Whiteboard 33,Furniture,700,46,Wednesday,1,0,1,,
2025-01-01,267,19,450,0,Mouse 167,Accessories,600,87,Wednesday,1,0,1,,
2025-01-01,226,24,250,1,Keyboard 126,Office Supplies,450,60,Wednesday,1,0,1,,
2025-01-01,241,45,650,1,Office Chair 141,Storage,550,59,Wednesday,1,0,1,,
2025-01-01,120,30,850,0,Drawer Unit 20,Stationery,550,71,Wednesday,1,0,1,,
2025-01-01,163,24,1500,0,Desk Lamp 63,Accessories,1500,65,Wednesday,1,0,1,,
2025-01-01,254,37,550,1,Printer Stand 154,Lighting,600,64,Wednesday,1,0,1,,
2025-01-01,267,30,450,0,Mouse 167,Accessories,600,87,Wednesday,1,0,1,,
2025-01-01,188,29,550,0,Notebook 88,Home Decor,999,57,Wednesday,1,0,1,,
2025-01-01,261,24,850,0,Office Chair 161,Furniture,600,28,Wednesday,1,0,1,,
2025-01-01,269,27,250,0,File Cabinet 169,Furniture,2200,45,Wednesday,1,0,1,,
2025-01-01,178,36,450,1,Desk Organizer 78,Office Supplies,750,73,Wednesday,1,0,1,78.0,66.0
2025-01-01,280,50,450,1,Drawer Unit 180,Stationery,350,80,Wednesday,1,0,1,,
2025-01-01,158,27,450,0,Desk Organizer 58,Lighting,850,66,Wednesday,1,0,1,45.0,73.0
2025-01-01,148,36,550,0,Notebook 48,Home Decor,1800,43,Wednesday,1,0,1,141.0,53.0
2025-01-01,237,43,999,1,Laptop Stand 137,Furniture,450,97,Wednesday,1,0,1,,
2025-01-01,228,28,350,0,Notebook 128,Home Decor,999,31,Wednesday,1,0,1,,
2025-01-01,128,30,350,0,Notebook 28,Stationery,750,23,Wednesday,1,0,1,,
2025-01-01,267,27,450,0,Mouse 167,Accessories,600,87,Wednesday,1,0,1,,
2025-01-01,140,40,999,1,Drawer Unit 40,Home Decor,850,74,Wednesday,1,0,1,63.0,47.0
2025-01-01,261,27,850,0,Office Chair 161,Furniture,600,28,Wednesday,1,0,1,,
2025-01-01,102,28,1500,0,Study Table 2,Lighting,999,55,Wednesday,1,0,1,,
2025-01-01,260,22,700,0,Drawer Unit 160,Home Decor,2200,82,Wednesday,1,0,1,,
2025-01-01,258,21,1200,0,Desk Organizer 158,Office Supplies,550,73,Wednesday,1,0,1,,
2025-01-01,257,21,550,0,Laptop Stand 157,Storage,350,42,Wednesday,1,0,1,97.0,20.0
2025-01-01,233,30,550,1,Whiteboard 133,Storage,2200,67,Wednesday,1,0,1,,
2025-01-01,195,28,650,1,Office Desk 95,Accessories,550,44,Wednesday,1,0,1,175.0,27.0
2025-01-01,242,20,450,0,Study Table 142,Office Supplies,999,59,Wednesday,1,0,1,,
2025-01-01,156,17,999,0,Storage Box 56,Home Decor,550,83,Wednesday,1,0,1,,
2025-01-01,257,36,550,1,Laptop Stand 157,Storage,350,42,Wednesday,1,0,1,97.0,20.0
2025-01-01,212,30,1500,0,Wall Clock 112,Home Decor,999,36,Wednesday,1,0,1,,
2025-01-01,192,21,1500,0,Wall Clock 92,Stationery,750,76,Wednesday,1,0,1,79.0,10.0
2025-01-01,202,24,550,0,Study Table 102,Office Supplies,750,76,Wednesday,1,0,1,,
2025-01-01,214,22,450,0,Printer Stand 114,Lighting,1500,66,Wednesday,1,0,1,160.0,100.0
2025-01-01,214,22,450,0,Printer Stand 114,Lighting,1500,66,Wednesday,1,0,1,60.0,45.0
2025-01-01,108,33,650,0,Notebook 8,Home Decor,1200,83,Wednesday,1,0,1,,
2025-01-01,128,28,350,0,Notebook 28,Stationery,750,23,Wednesday,1,0,1,,
2025-01-01,150,27,999,0,Pen Holder 50,Lighting,900,31,Wednesday,1,0,1,,
2025-01-01,123,28,450,0,Desk Lamp 23,Accessories,250,98,Wednesday,1,0,1,,
2025-01-01,234,29,650,0,Printer Stand 134,Office Supplies,750,48,Wednesday,1,0,1,,
2025-01-01,231,26,550,0,Table Lamp 131,Electronics,1500,33,Wednesday,1,0,1,,
2025-01-01,195,22,650,0,Office Desk 95,Accessories,550,44,Wednesday,1,0,1,175.0,27.0
2025-01-01,272,30,999,1,Wall Clock 172,Stationery,900,61,Wednesday,1,0,1,,
2025-01-01,214,50,450,1,Printer Stand 114,Lighting,1500,66,Wednesday,1,0,1,160.0,100.0
2025-01-01,214,50,450,1,Printer Stand 114,Lighting,1500,66,Wednesday,1,0,1,60.0,45.0
2025-01-01,116,25,1200,0,Storage Box 16,Home Decor,750,38,Wednesday,1,0,1,237.0,9.0
2025-01-01,253,23,350,0,Whiteboard 153,Furniture,850,31,Wednesday,1,0,1,,
2025-01-01,215,36,550,1,Office Desk 115,Electronics,850,34,Wednesday,1,0,1,,
2025-01-01,227,19,450,0,Mouse 127,Accessories,450,46,Wednesday,1,0,1,,
2025-01-01,214,48,450,1,Printer Stand 114,Lighting,1500,66,Wednesday,1,0,1,160.0,100.0
2025-01-01,214,48,450,1,Printer Stand 114,Lighting,1500,66,Wednesday,1,0,1,60.0,45.0
2025-01-01,211,22,1200,0,Table Lamp 111,Accessories,350,56,Wednesday,1,0,1,,
2025-01-01,119,24,650,0,Conference Chair 19,Electronics,1800,87,Wednesday,1,0,1,108.0,33.0
2025-01-01,212,18,1500,0,Wall Clock 112,Home Decor,999,36,Wednesday,1,0,1,,
2025-01-01,259,19,650,0,Conference Chair 159,Accessories,1200,78,Wednesday,1,0,1,,
2025-01-01,161,27,700,1,Office Chair 61,Storage,750,74,Wednesday,1,0,1,,
2025-01-01,221,30,850,0,Office Chair 121,Furniture,350,67,Wednesday,1,0,1,,
2025-01-01,107,23,550,0,Mouse 7,Accessories,1200,81,Wednesday,1,0,1,,
2025-01-02,170,21,250,0,Pen Holder 70,Office Supplies,600,55,Thursday,1,0,0,,
2025-01-02,188,40,550,1,Notebook 88,Home Decor,999,57,Thursday,1,0,0,98.0,98.0
2025-01-02,297,53,1200,1,Laptop Stand 197,Storage,700,68,Thursday,1,0,0,,
2025-01-02,143,27,700,0,Desk Lamp 43,Electronics,900,76,Thursday,1,0,0,223.0,38.0
2025-01-02,156,24,999,0,Storage Box 56,Home Decor,550,83,Thursday,1,0,0,,
2025-01-02,182,25,350,0,Study Table 82,Lighting,700,52,Thursday,1,0,0,,
2025-01-02,299,28,850,0,Conference Chair 199,Accessories,250,35,Thursday,1,0,0,,
2025-01-02,271,45,850,1,Table Lamp 171,Electronics,900,43,Thursday,1,0,0,,
2025-01-02,107,35,550,1,Mouse 7,Accessories,1200,81,Thursday,1,0,0,,
2025-01-02,147,37,850,1,Mouse 47,Accessories,1500,51,Thursday,1,0,0,,
2025-01-02,265,22,650,0,Monitor Stand 165,Storage,350,64,Thursday,1,0,0,33.0,92.0
2025-01-02,112,40,700,1,Wall Clock 12,Stationery,450,95,Thursday,1,0,0,166.0,55.0
2025-01-02,112,40,700,1,Wall Clock 12,Stationery,450,95,Thursday,1,0,0,136.0,24.0
2025-01-02,272,31,999,1,Wall Clock 172,Stationery,900,61,Thursday,1,0,0,206.0,80.0
2025-01-02,157,32,1200,0,Laptop Stand 57,Furniture,850,57,Thursday,1,0,0,,
2025-01-02,284,21,250,1,Bookshelf 184,Home Decor,750,45,Thursday,1,0,0,138.0,8.0
2025-01-02,159,25,350,0,Conference Chair 59,Electronics,250,31,Thursday,1,0,0,,
2025-01-02,187,31,450,0,Mouse 87,Accessories,1200,78,Thursday,1,0,0,,
2025-01-02,233,21,550,0,Whiteboard 133,Storage,2200,67,Thursday,1,0,0,37.0,36.0
2025-01-02,126,35,1200,0,Keyboard 26,Lighting,1200,35,Thursday,1,0,0,,
2025-01-02,212,19,1500,0,Wall Clock 112,Home Decor,999,36,Thursday,1,0,0,,
2025-01-02,202,23,550,0,Study Table 102,Office Supplies,750,76,Thursday,1,0,0,87.0,8.0
2025-01-02,257,25,550,0,Laptop Stand 157,Storage,350,42,Thursday,1,0,0,,
2025-01-02,300,24,1200,0,Drawer Unit 200,Home Decor,550,45,Thursday,1,0,0,,
2025-01-02,233,19,550,0,Whiteboard 133,Storage,2200,67,Thursday,1,0,0,37.0,36.0
2025-01-02,182,36,350,0,Study Table 82,Lighting,700,52,Thursday,1,0,0,,
2025-01-02,182,34,350,1,Study Table 82,Lighting,700,52,Thursday,1,0,0,,
2025-01-02,184,10,450,0,Bookshelf 84,Stationery,600,33,Thursday,1,0,0,198.0,27.0
2025-01-02,184,10,450,0,Bookshelf 84,Stationery,600,33,Thursday,1,0,0,19.0,9.0
2025-01-02,263,38,1200,1,Desk Lamp 163,Electronics,2200,38,Thursday,1,0,0,,
2025-01-02,165,31,250,1,Monitor Stand 65,Furniture,900,71,Thursday,1,0,0,,
2025-01-02,134,19,999,0,Printer Stand 34,Lighting,1800,50,Thursday,1,0,0,,
2025-01-02,167,26,450,0,Mouse 67,Electronics,350,65,Thursday,1,0,0,,
2025-01-02,105,28,650,0,Monitor Stand 5,Storage,450,27,Thursday,1,0,0,,
2025-01-02,122,29,450,1,Study Table 22,Office Supplies,999,48,Thursday,1,0,0,,
2025-01-02,119,23,650,0,Conference Chair 19,Electronics,1800,87,Thursday,1,0,0,,
2025-01-02,255,35,850,1,Office Desk 155,Electronics,600,28,Thursday,1,0,0,239.0,16.0
2025-01-02,245,22,550,0,Monitor Stand 145,Furniture,850,58,Thursday,1,0,0,,
2025-01-02,240,16,350,0,Drawer Unit 140,Stationery,250,26,Thursday,1,0,0,,
2025-01-02,193,17,999,0,Whiteboard 93,Storage,750,56,Thursday,1,0,0,,
2025-01-02,244,43,550,1,Bookshelf 144,Home Decor,450,66,Thursday,1,0,0,,
2025-01-02,133,46,550,1,Whiteboard 33,Furniture,700,46,Thursday,1,0,0,,
2025-01-02,281,46,999,1,Office Chair 181,Storage,1500,92,Thursday,1,0,0,158.0,49.0
2025-01-02,201,17,850,0,Office Chair 101,Storage,700,93,Thursday,1,0,0,,
2025-01-02,288,24,350,0,Notebook 188,Stationery,1800,27,Thursday,1,0,0,,
2025-01-02,131,42,250,1,Table Lamp 31,Accessories,1800,80,Thursday,1,0,0,,
2025-01-02,200,27,850,0,Drawer Unit 100,Stationery,600,97,Thursday,1,0,0,,
2025-01-02,240,24,350,0,Drawer Unit 140,Stationery,250,26,Thursday,1,0,0,,
2025-01-02,200,28,850,0,Drawer Unit 100,Stationery,600,97,Thursday,1,0,0,,
2025-01-02,190,19,350,0,Pen Holder 90,Lighting,1800,60,Thursday,1,0,0,162.0,66.0
2025-01-02,134,23,999,0,Printer Stand 34,Lighting,1800,50,Thursday,1,0,0,,
2025-01-02,177,33,650,1,Laptop Stand 77,Storage,1800,43,Thursday,1,0,0,133.0,56.0
2025-01-02,148,30,550,0,Notebook 48,Home Decor,1800,43,Thursday,1,0,0,156.0,11.0
2025-01-02,161,38,700,1,Office Chair 61,Storage,750,74,Thursday,1,0,0,,
2025-01-02,237,27,999,0,Laptop Stand 137,Furniture,450,97,Thursday,1,0,0,249.0,23.0
2025-01-02,227,31,450,1,Mouse 127,Accessories,450,46,Thursday,1,0,0,,
2025-01-02,222,22,1200,0,Study Table 122,Lighting,350,72,Thursday,1,0,0,,
2025-01-02,173,20,1200,0,Whiteboard 73,Furniture,2200,89,Thursday,1,0,0,130.0,79.0
2025-01-02,292,49,999,1,Wall Clock 192,Home Decor,2200,39,Thursday,1,0,0,,
2025-01-02,118,25,850,0,Desk Organizer 18,Lighting,1800,25,Thursday,1,0,0,144.0,3.0
2025-01-02,169,21,250,0,File Cabinet 69,Storage,900,22,Thursday,1,0,0,,
2025-01-02,124,17,350,0,Bookshelf 24,Home Decor,750,92,Thursday,1,0,0,,
2025-01-02,168,25,650,0,Notebook 68,Stationery,1500,44,Thursday,1,0,0,,
2025-01-02,293,23,999,0,Whiteboard 193,Furniture,250,29,Thursday,1,0,0,,
2025-01-02,174,33,650,0,Printer Stand 74,Lighting,250,38,Thursday,1,0,0,,
2025-01-02,282,30,700,0,Study Table 182,Office Supplies,550,92,Thursday,1,0,0,,
2025-01-02,200,20,850,0,Drawer Unit 100,Stationery,600,97,Thursday,1,0,0,,
2025-01-02,240,29,350,0,Drawer Unit 140,Stationery,250,26,Thursday,1,0,0,,
2025-01-02,192,36,1500,0,Wall Clock 92,Stationery,750,76,Thursday,1,0,0,,
2025-01-02,154,35,1200,1,Printer Stand 54,Office Supplies,1200,73,Thursday,1,0,0,162.0,64.0
2025-01-02,253,35,350,1,Whiteboard 153,Furniture,850,31,Thursday,1,0,0,140.0,77.0
2025-01-02,294,19,850,0,Printer Stand 194,Lighting,250,87,Thursday,1,0,0,,
2025-01-02,153,20,650,0,Whiteboard 53,Storage,1500,83,Thursday,1,0,0,,
2025-01-02,256,39,350,1,Storage Box 156,Stationery,999,74,Thursday,1,0,0,,
2025-01-02,153,42,650,1,Whiteboard 53,Storage,1500,83,Thursday,1,0,0,,
2025-01-02,244,24,550,0,Bookshelf 144,Home Decor,450,66,Thursday,1,0,0,,
2025-01-02,258,25,1200,0,Desk Organizer 158,Office Supplies,550,73,Thursday,1,0,0,,
2025-01-02,190,23,350,0,Pen Holder 90,Lighting,1800,60,Thursday,1,0,0,162.0,66.0
2025-01-02,248,17,700,0,Notebook 148,Stationery,850,62,Thursday,1,0,0,35.0,8.0
2025-01-02,155,25,850,0,Office Desk 55,Accessories,750,77,Thursday,1,0,0,,
2025-01-02,116,15,1200,0,Storage Box 16,Home Decor,750,38,Thursday,1,0,0,,
2025-01-02,120,21,850,0,Drawer Unit 20,Stationery,550,71,Thursday,1,0,0,,
2025-01-02,190,29,350,1,Pen Holder 90,Lighting,1800,60,Thursday,1,0,0,162.0,66.0
2025-01-02,281,24,999,0,Office Chair 181,Storage,1500,92,Thursday,1,0,0,158.0,49.0
2025-01-02,126,46,1200,1,Keyboard 26,Lighting,1200,35,Thursday,1,0,0,,
2025-01-02,192,35,1500,1,Wall Clock 92,Stationery,750,76,Thursday,1,0,0,,
2025-01-02,241,23,650,0,Office Chair 141,Storage,550,59,Thursday,1,0,0,156.0,94.0
2025-01-02,141,22,999,0,Office Chair 41,Furniture,2200,55,Thursday,1,0,0,,
2025-01-02,245,33,550,1,Monitor Stand 145,Furniture,850,58,Thursday,1,0,0,,
2025-01-02,162,29,1200,0,Study Table 62,Office Supplies,999,58,Thursday,1,0,0,,
2025-01-02,262,25,550,0,Study Table 162,Lighting,900,94,Thursday,1,0,0,,
2025-01-02,216,27,1200,0,Storage Box 116,Stationery,750,89,Thursday,1,0,0,,
2025-01-02,210,19,250,0,Pen Holder 110,Office Supplies,750,93,Thursday,1,0,0,,
2025-01-02,136,24,350,0,Storage Box 36,Stationery,1500,35,Thursday,1,0,0,,
2025-01-02,193,35,999,1,Whiteboard 93,Storage,750,56,Thursday,1,0,0,,
2025-01-02,272,27,999,0,Wall Clock 172,Stationery,900,61,Thursday,1,0,0,206.0,80.0
2025-01-02,104,37,1500,1,Bookshelf 4,Stationery,350,76,Thursday,1,0,0,,
2025-01-02,252,26,850,0,Wall Clock 152,Home Decor,250,92,Thursday,1,0,0,,
2025-01-02,199,47,650,1,Conference Chair 99,Electronics,600,29,Thursday,1,0,0,,
2025-01-02,244,32,550,1,Bookshelf 144,Home Decor,450,66,Thursday,1,0,0,,
2025-01-02,233,24,550,0,Whiteboard 133,Storage,2200,67,Thursday,1,0,0,37.0,36.0
2025-01-02,187,27,450,1,Mouse 87,Accessories,1200,78,Thursday,1,0,0,,
2025-01-02,162,36,1200,1,Study Table 62,Office Supplies,999,58,Thursday,1,0,0,,
2025-01-02,226,21,250,0,Keyboard 126,Office Supplies,450,60,Thursday,1,0,0,,
2025-01-02,129,44,700,1,File Cabinet 29,Storage,850,32,Thursday,1,0,0,,
2025-01-02,217,22,650,0,Laptop Stand 117,Storage,250,81,Thursday,1,0,0,139.0,35.0
2025-01-02,119,20,650,0,Conference Chair 19,Electronics,1800,87,Thursday,1,0,0,,
2025-01-02,230,26,999,0,Pen Holder 130,Lighting,450,67,Thursday,1,0,0,,
2025-01-02,226,23,250,0,Keyboard 126,Office Supplies,450,60,Thursday,1,0,0,,
2025-01-02,117,28,250,0,Laptop Stand 17,Furniture,350,64,Thursday,1,0,0,,
2025-01-02,252,23,850,0,Wall Clock 152,Home Decor,250,92,Thursday,1,0,0,,
2025-01-02,184,32,450,1,Bookshelf 84,Stationery,600,33,Thursday,1,0,0,198.0,27.0
2025-01-02,184,32,450,1,Bookshelf 84,Stationery,600,33,Thursday,1,0,0,19.0,9.0
2025-01-02,258,27,1200,0,Desk Organizer 158,Office Supplies,550,73,Thursday,1,0,0,,
2025-01-02,109,42,550,1,File Cabinet 9,Furniture,850,30,Thursday,1,0,0,,
2025-01-02,136,28,350,0,Storage Box 36,Stationery,1500,35,Thursday,1,0,0,,
2025-01-02,199,22,650,0,Conference Chair 99,Electronics,600,29,Thursday,1,0,0,,
2025-01-02,138,25,450,1,Desk Organizer 38,Office Supplies,999,58,Thursday,1,0,0,,
2025-01-02,166,28,850,0,Keyboard 66,Lighting,850,64,Thursday,1,0,0,,
2025-01-02,233,17,550,0,Whiteboard 133,Storage,2200,67,Thursday,1,0,0,37.0,36.0
2025-01-02,129,35,700,1,File Cabinet 29,Storage,850,32,Thursday,1,0,0,,
2025-01-02,236,27,350,0,Storage Box 136,Home Decor,600,21,Thursday,1,0,0,,
2025-01-02,121,24,450,0,Office Chair 21,Storage,450,81,Thursday,1,0,0,208.0,22.0
2025-01-02,136,18,350,0,Storage Box 36,Stationery,1500,35,Thursday,1,0,0,,
2025-01-02,218,21,250,0,Desk Organizer 118,Office Supplies,750,78,Thursday,1,0,0,,
2025-01-02,259,29,650,0,Conference Chair 159,Accessories,1200,78,Thursday,1,0,0,,
2025-01-02,135,22,350,0,Office Desk 35,Electronics,350,58,Thursday,1,0,0,,
2025-01-02,160,26,350,0,Drawer Unit 60,Stationery,550,29,Thursday,1,0,0,84.0,29.0
2025-01-02,286,35,650,0,Keyboard 186,Lighting,600,73,Thursday,1,0,0,,
2025-01-02,298,18,550,0,Desk Organizer 198,Office Supplies,1200,90,Thursday,1,0,0,,
2025-01-02,217,23,650,0,Laptop Stand 117,Storage,250,81,Thursday,1,0,0,139.0,35.0
2025-01-02,190,45,350,1,Pen Holder 90,Lighting,1800,60,Thursday,1,0,0,162.0,66.0
2025-01-02,170,28,250,1,Pen Holder 70,Office Supplies,600,55,Thursday,1,0,0,,
2025-01-02,223,29,250,0,Desk Lamp 123,Electronics,900,26,Thursday,1,0,0,,
2025-01-02,219,30,700,1,Conference Chair 119,Accessories,999,54,Thursday,1,0,0,,
2025-01-02,159,32,350,1,Conference Chair 59,Electronics,250,31,Thursday,1,0,0,,
2025-01-02,105,20,650,0,Monitor Stand 5,Storage,450,27,Thursday,1,0,0,,
2025-01-02,131,35,250,0,Table Lamp 31,Accessories,1800,80,Thursday,1,0,0,,
2025-01-02,292,26,999,0,Wall Clock 192,Home Decor,2200,39,Thursday,1,0,0,,
2025-01-02,184,20,450,0,Bookshelf 84,Stationery,600,33,Thursday,1,0,0,198.0,27.0
2025-01-02,184,20,450,0,Bookshelf 84,Stationery,600,33,Thursday,1,0,0,19.0,9.0
2025-01-03,197,33,350,0,Laptop Stand 97,Furniture,900,49,Friday,1,0,0,,
2025-01-03,194,21,350,0,Printer Stand 94,Office Supplies,450,50,Friday,1,0,0,,
2025-01-03,257,27,550,1,Laptop Stand 157,Storage,350,42,Friday,1,0,0,,
2025-01-03,113,24,1200,0,Whiteboard 13,Storage,1200,72,Friday,1,0,0,,
