sku_id,week_start,weekly_units_sold,product_name,category,list_price,reorder_point,on_hand_units,on_order_units,promotion
102,2024-04-22,225,Study Table 2,Lighting,999,55,,,0
102,2024-04-29,214,Study Table 2,Lighting,999,55,,,0
102,2024-05-06,226,Study Table 2,Lighting,999,55,,,0
102,2024-05-13,203,Study Table 2,Lighting,999,55,,,1
102,2024-05-20,222,Study Table 2,Lighting,999,55,,,0
102,2024-05-27,217,Study Table 2,Lighting,999,55,,,0
102,2024-06-03,206,Study Table 2,Lighting,999,55,,,0
102,2024-06-10,220,Study Table 2,Lighting,999,55,,,0
102,2024-06-17,210,Study Table 2,Lighting,999,55,,,0
102,2024-06-24,194,Study Table 2,Lighting,999,55,,,0
102,2024-07-01,186,Study Table 2,Lighting,999,55,,,0
102,2024-07-08,198,Study Table 2,Lighting,999,55,,,0
102,2024-07-15,176,Study Table 2,Lighting,999,55,,,0
102,2024-07-22,197,Study Table 2,Lighting,999,55,,,0
102,2024-07-29,181,Study Table 2,Lighting,999,55,,,0
102,2024-08-05,182,Study Table 2,Lighting,999,55,,,0
102,2024-08-12,169,Study Table 2,Lighting,999,55,,,0
102,2024-08-19,165,Study Table 2,Lighting,999,55,,,0
102,2024-08-26,173,Study Table 2,Lighting,999,55,,,0
102,2024-09-02,165,Study Table 2,Lighting,999,55,,,0
102,2024-09-09,162,Study Table 2,Lighting,999,55,,,0
102,2024-09-16,167,Study Table 2,Lighting,999,55,,,1
102,2024-09-23,168,Study Table 2,Lighting,999,55,,,0
102,2024-09-30,180,Study Table 2,Lighting,999,55,,,1
102,2024-10-07,175,Study Table 2,Lighting,999,55,,,0
102,2024-10-14,157,Study Table 2,Lighting,999,55,,,0
102,2024-10-21,173,Study Table 2,Lighting,999,55,,,0
102,2024-10-28,176,Study Table 2,Lighting,999,55,,,0
102,2024-11-04,178,Study Table 2,Lighting,999,55,,,0
102,2024-11-11,171,Study Table 2,Lighting,999,55,,,0
102,2024-11-18,185,Study Table 2,Lighting,999,55,,,0
102,2024-11-25,191,Study Table 2,Lighting,999,55,,,1
102,2024-12-02,193,Study Table 2,Lighting,999,55,,,0
102,2024-12-09,201,Study Table 2,Lighting,999,55,,,0
102,2024-12-16,205,Study Table 2,Lighting,999,55,,,0
102,2024-12-23,220,Study Table 2,Lighting,999,55,,,0
102,2024-12-30,221,Study Table 2,Lighting,999,55,,,0
102,2025-01-06,217,Study Table 2,Lighting,999,55,,,0
102,2025-01-13,220,Study Table 2,Lighting,999,55,25.0,41.0,0
102,2025-01-20,227,Study Table 2,Lighting,999,55,57.0,23.0,0
102,2025-01-27,232,Study Table 2,Lighting,999,55,21.0,48.0,0
102,2025-02-03,235,Study Table 2,Lighting,999,55,212.0,42.0,0
102,2025-02-10,247,Study Table 2,Lighting,999,55,225.0,83.0,0
102,2025-02-17,242,Study Table 2,Lighting,999,55,143.0,8.0,0
102,2025-02-24,282,Study Table 2,Lighting,999,55,143.0,8.0,0
102,2025-03-03,267,Study Table 2,Lighting,999,55,71.0,21.0,0
102,2025-03-10,281,Study Table 2,Lighting,999,55,71.0,21.0,0
102,2025-03-17,245,Study Table 2,Lighting,999,55,150.0,59.0,0
102,2025-03-24,291,Study Table 2,Lighting,999,55,142.0,13.0,0
102,2025-03-31,262,Study Table 2,Lighting,999,55,247.0,93.0,0
102,2025-04-07,258,Study Table 2,Lighting,999,55,219.0,51.0,0
102,2025-04-14,241,Study Table 2,Lighting,999,55,141.0,40.0,0
102,2025-04-21,237,Study Table 2,Lighting,999,55,32.0,74.0,0
102,2025-04-28,236,Study Table 2,Lighting,999,55,149.0,15.0,0
102,2025-05-05,256,Study Table 2,Lighting,999,55,148.0,100.0,0
102,2025-05-12,246,Study Table 2,Lighting,999,55,148.0,100.0,0
102,2025-05-19,245,Study Table 2,Lighting,999,55,88.0,22.0,0
102,2025-05-26,236,Study Table 2,Lighting,999,55,78.0,94.0,0
102,2025-06-02,250,Study Table 2,Lighting,999,55,92.0,94.0,0
102,2025-06-09,243,Study Table 2,Lighting,999,55,213.0,26.0,0
102,2025-06-16,250,Study Table 2,Lighting,999,55,110.0,87.0,0
102,2025-06-23,233,Study Table 2,Lighting,999,55,224.0,46.0,0
102,2025-06-30,220,Study Table 2,Lighting,999,55,145.0,34.0,0
102,2025-07-07,216,Study Table 2,Lighting,999,55,11.0,55.0,0
102,2025-07-14,223,Study Table 2,Lighting,999,55,72.0,12.0,0
102,2025-07-21,217,Study Table 2,Lighting,999,55,202.0,25.0,0
102,2025-07-28,220,Study Table 2,Lighting,999,55,147.0,82.0,0
102,2025-08-04,207,Study Table 2,Lighting,999,55,180.0,50.0,0
102,2025-08-11,199,Study Table 2,Lighting,999,55,193.0,2.0,0
102,2025-08-18,203,Study Table 2,Lighting,999,55,190.0,91.0,0
102,2025-08-25,186,Study Table 2,Lighting,999,55,190.0,91.0,0
102,2025-09-01,189,Study Table 2,Lighting,999,55,193.0,47.0,1
102,2025-09-08,195,Study Table 2,Lighting,999,55,64.0,64.0,0
102,2025-09-15,178,Study Table 2,Lighting,999,55,52.0,84.0,0
102,2025-09-22,180,Study Table 2,Lighting,999,55,52.0,84.0,0
102,2025-09-29,188,Study Table 2,Lighting,999,55,14.0,12.0,0
102,2025-10-06,176,Study Table 2,Lighting,999,55,80.0,84.0,0
102,2025-10-13,211,Study Table 2,Lighting,999,55,148.0,97.0,0
102,2025-10-20,188,Study Table 2,Lighting,999,55,240.0,16.0,0
102,2025-10-27,214,Study Table 2,Lighting,999,55,56.0,83.0,0
102,2025-11-03,201,Study Table 2,Lighting,999,55,56.0,83.0,0
102,2025-11-10,199,Study Table 2,Lighting,999,55,56.0,83.0,1
102,2025-11-17,209,Study Table 2,Lighting,999,55,171.0,24.0,0
102,2025-11-24,217,Study Table 2,Lighting,999,55,111.0,75.0,0
102,2025-12-01,224,Study Table 2,Lighting,999,55,107.0,11.0,0
102,2025-12-08,245,Study Table 2,Lighting,999,55,142.0,4.0,0
102,2025-12-15,215,Study Table 2,Lighting,999,55,57.0,95.0,0
102,2025-12-22,244,Study Table 2,Lighting,999,55,135.0,68.0,1
102,2025-12-29,91,Study Table 2,Lighting,999,55,135.0,68.0,0
103,2024-01-01,188,Desk Lamp 3,Electronics,750,89,,,0
103,2024-01-08,202,Desk Lamp 3,Electronics,750,89,,,0
103,2024-01-15,196,Desk Lamp 3,Electronics,750,89,,,1
103,2024-01-22,200,Desk Lamp 3,Electronics,750,89,,,0
103,2024-01-29,228,Desk Lamp 3,Electronics,750,89,,,1
103,2024-02-05,209,Desk Lamp 3,Electronics,750,89,,,0
103,2024-02-12,236,Desk Lamp 3,Electronics,750,89,,,0
103,2024-02-19,225,Desk Lamp 3,Electronics,750,89,,,0
103,2024-02-26,227,Desk Lamp 3,Electronics,750,89,,,0
103,2024-03-04,226,Desk Lamp 3,Electronics,750,89,,,0
103,2024-03-11,226,Desk Lamp 3,Electronics,750,89,,,0
103,2024-03-18,223,Desk Lamp 3,Electronics,750,89,,,0
103,2024-03-25,230,Desk Lamp 3,Electronics,750,89,,,0
103,2024-04-01,233,Desk Lamp 3,Electronics,750,89,,,1
103,2024-04-08,236,Desk Lamp 3,Electronics,750,89,,,0
103,2024-04-15,235,Desk Lamp 3,Electronics,750,89,,,0
103,2024-04-22,233,Desk Lamp 3,Electronics,750,89,,,0
103,2024-04-29,255,Desk Lamp 3,Electronics,750,89,,,0
103,2024-05-06,219,Desk Lamp 3,Electronics,750,89,,,0
103,2024-05-13,214,Desk Lamp 3,Electronics,750,89,,,0
103,2024-05-20,211,Desk Lamp 3,Electronics,750,89,,,0
103,2024-05-27,225,Desk Lamp 3,Electronics,750,89,,,1
103,2024-06-03,217,Desk Lamp 3,Electronics,750,89,,,0
103,2024-06-10,220,Desk Lamp 3,Electronics,750,89,,,1
103,2024-06-17,215,Desk Lamp 3,Electronics,750,89,,,0
103,2024-06-24,208,Desk Lamp 3,Electronics,750,89,,,0
103,2024-07-01,195,Desk Lamp 3,Electronics,750,89,,,0
103,2024-07-08,197,Desk Lamp 3,Electronics,750,89,,,0
103,2024-07-15,203,Desk Lamp 3,Electronics,750,89,,,0
103,2024-07-22,200,Desk Lamp 3,Electronics,750,89,,,1
103,2024-07-29,186,Desk Lamp 3,Electronics,750,89,,,0
103,2024-08-05,184,Desk Lamp 3,Electronics,750,89,,,0
103,2024-08-12,168,Desk Lamp 3,Electronics,750,89,,,0
103,2024-08-19,176,Desk Lamp 3,Electronics,750,89,,,0
103,2024-08-26,181,Desk Lamp 3,Electronics,750,89,,,0
103,2024-09-02,159,Desk Lamp 3,Electronics,750,89,,,0
103,2024-09-09,169,Desk Lamp 3,Electronics,750,89,,,1
103,2024-09-16,165,Desk Lamp 3,Electronics,750,89,,,0
103,2024-09-23,171,Desk Lamp 3,Electronics,750,89,,,0
103,2024-09-30,176,Desk Lamp 3,Electronics,750,89,,,0
103,2024-10-07,178,Desk Lamp 3,Electronics,750,89,,,0
103,2024-10-14,170,Desk Lamp 3,Electronics,750,89,,,0
103,2024-10-21,176,Desk Lamp 3,Electronics,750,89,,,0
103,2024-10-28,189,Desk Lamp 3,Electronics,750,89,,,0
103,2024-11-04,186,Desk Lamp 3,Electronics,750,89,,,1
103,2024-11-11,186,Desk Lamp 3,Electronics,750,89,,,0
103,2024-11-18,194,Desk Lamp 3,Electronics,750,89,,,0
103,2024-11-25,206,Desk Lamp 3,Electronics,750,89,,,0
103,2024-12-02,208,Desk Lamp 3,Electronics,750,89,,,0
103,2024-12-09,209,Desk Lamp 3,Electronics,750,89,,,0
103,2024-12-16,238,Desk Lamp 3,Electronics,750,89,,,0
103,2024-12-23,221,Desk Lamp 3,Electronics,750,89,,,0
103,2024-12-30,219,Desk Lamp 3,Electronics,750,89,241.0,12.0,0
103,2025-01-06,224,Desk Lamp 3,Electronics,750,89,142.0,46.0,0
103,2025-01-13,231,Desk Lamp 3,Electronics,750,89,142.0,46.0,0
103,2025-01-20,227,Desk Lamp 3,Electronics,750,89,148.0,31.0,0
103,2025-01-27,240,Desk Lamp 3,Electronics,750,89,153.0,26.0,0
103,2025-02-03,242,Desk Lamp 3,Electronics,750,89,136.0,53.0,0
103,2025-02-10,242,Desk Lamp 3,Electronics,750,89,48.0,85.0,0
103,2025-02-17,271,Desk Lamp 3,Electronics,750,89,41.0,93.0,0
103,2025-02-24,261,Desk Lamp 3,Electronics,750,89,125.0,80.0,0
103,2025-03-03,270,Desk Lamp 3,Electronics,750,89,102.0,89.0,0
103,2025-03-10,264,Desk Lamp 3,Electronics,750,89,78.0,88.0,0
103,2025-03-17,257,Desk Lamp 3,Electronics,750,89,172.0,22.0,0
103,2025-03-24,281,Desk Lamp 3,Electronics,750,89,198.0,22.0,0
103,2025-03-31,248,Desk Lamp 3,Electronics,750,89,162.0,90.0,0
103,2025-04-07,267,Desk Lamp 3,Electronics,750,89,57.0,61.0,0
103,2025-04-14,267,Desk Lamp 3,Electronics,750,89,193.0,61.0,0
103,2025-04-21,270,Desk Lamp 3,Electronics,750,89,133.0,73.0,0
103,2025-04-28,241,Desk Lamp 3,Electronics,750,89,133.0,73.0,0
103,2025-05-05,252,Desk Lamp 3,Electronics,750,89,88.0,82.0,0
103,2025-05-12,273,Desk Lamp 3,Electronics,750,89,102.0,64.0,0
103,2025-05-19,258,Desk Lamp 3,Electronics,750,89,160.0,63.0,0
103,2025-05-26,240,Desk Lamp 3,Electronics,750,89,160.0,63.0,0
103,2025-06-02,247,Desk Lamp 3,Electronics,750,89,160.0,63.0,0
103,2025-06-09,255,Desk Lamp 3,Electronics,750,89,84.0,99.0,0
103,2025-06-16,231,Desk Lamp 3,Electronics,750,89,86.0,75.0,0
103,2025-06-23,220,Desk Lamp 3,Electronics,750,89,66.0,67.0,0
103,2025-06-30,226,Desk Lamp 3,Electronics,750,89,241.0,39.0,0
103,2025-07-07,226,Desk Lamp 3,Electronics,750,89,45.0,53.0,0
103,2025-07-14,225,Desk Lamp 3,Electronics,750,89,45.0,53.0,0
103,2025-07-21,200,Desk Lamp 3,Electronics,750,89,241.0,49.0,0
103,2025-07-28,218,Desk Lamp 3,Electronics,750,89,95.0,47.0,0
103,2025-08-04,222,Desk Lamp 3,Electronics,750,89,196.0,90.0,1
103,2025-08-11,202,Desk Lamp 3,Electronics,750,89,119.0,96.0,0
103,2025-08-18,192,Desk Lamp 3,Electronics,750,89,237.0,54.0,0
103,2025-08-25,207,Desk Lamp 3,Electronics,750,89,237.0,54.0,0
103,2025-09-01,194,Desk Lamp 3,Electronics,750,89,150.0,14.0,0
103,2025-09-08,207,Desk Lamp 3,Electronics,750,89,194.0,1.0,0
103,2025-09-15,198,Desk Lamp 3,Electronics,750,89,39.0,4.0,0
103,2025-09-22,192,Desk Lamp 3,Electronics,750,89,237.0,46.0,0
103,2025-09-29,195,Desk Lamp 3,Electronics,750,89,24.0,97.0,0
103,2025-10-06,201,Desk Lamp 3,Electronics,750,89,120.0,60.0,0
103,2025-10-13,200,Desk Lamp 3,Electronics,750,89,181.0,76.0,0
103,2025-10-20,200,Desk Lamp 3,Electronics,750,89,96.0,44.0,0
103,2025-10-27,231,Desk Lamp 3,Electronics,750,89,44.0,54.0,0
103,2025-11-03,222,Desk Lamp 3,Electronics,750,89,36.0,95.0,0
103,2025-11-10,209,Desk Lamp 3,Electronics,750,89,205.0,15.0,1
103,2025-11-17,208,Desk Lamp 3,Electronics,750,89,205.0,15.0,0
103,2025-11-24,217,Desk Lamp 3,Electronics,750,89,226.0,3.0,0
103,2025-12-01,220,Desk Lamp 3,Electronics,750,89,40.0,27.0,0
103,2025-12-08,235,Desk Lamp 3,Electronics,750,89,87.0,53.0,0
103,2025-12-15,236,Desk Lamp 3,Electronics,750,89,67.0,84.0,0
103,2025-12-22,255,Desk Lamp 3,Electronics,750,89,67.0,84.0,0
103,2025-12-29,92,Desk Lamp 3,Electronics,750,89,172.0,21.0,0
104,2024-01-01,192,Bookshelf 4,Stationery,350,76,,,0
104,2024-01-08,213,Bookshelf 4,Stationery,350,76,,,0
104,2024-01-15,202,Bookshelf 4,Stationery,350,76,,,0
104,2024-01-22,228,Bookshelf 4,Stationery,350,76,,,0
104,2024-01-29,217,Bookshelf 4,Stationery,350,76,,,0
104,2024-02-05,225,Bookshelf 4,Stationery,350,76,,,0
104,2024-02-12,227,Bookshelf 4,Stationery,350,76,,,0
104,2024-02-19,218,Bookshelf 4,Stationery,350,76,,,0
104,2024-02-26,247,Bookshelf 4,Stationery,350,76,,,0
104,2024-03-04,250,Bookshelf 4,Stationery,350,76,,,0
104,2024-03-11,222,Bookshelf 4,Stationery,350,76,,,0
104,2024-03-18,242,Bookshelf 4,Stationery,350,76,,,0
104,2024-03-25,239,Bookshelf 4,Stationery,350,76,,,0
104,2024-04-01,260,Bookshelf 4,Stationery,350,76,,,1
104,2024-04-08,243,Bookshelf 4,Stationery,350,76,,,0
104,2024-04-15,257,Bookshelf 4,Stationery,350,76,,,0
104,2024-04-22,241,Bookshelf 4,Stationery,350,76,,,0
104,2024-04-29,231,Bookshelf 4,Stationery,350,76,,,0
104,2024-05-06,252,Bookshelf 4,Stationery,350,76,,,0
104,2024-05-13,245,Bookshelf 4,Stationery,350,76,,,0
104,2024-05-20,256,Bookshelf 4,Stationery,350,76,,,1
104,2024-05-27,206,Bookshelf 4,Stationery,350,76,,,0
104,2024-06-03,222,Bookshelf 4,Stationery,350,76,,,0
104,2024-06-10,226,Bookshelf 4,Stationery,350,76,,,0
104,2024-06-17,229,Bookshelf 4,Stationery,350,76,,,0
104,2024-06-24,220,Bookshelf 4,Stationery,350,76,,,1
104,2024-07-01,213,Bookshelf 4,Stationery,350,76,,,0
104,2024-07-08,209,Bookshelf 4,Stationery,350,76,,,0
104,2024-07-15,207,Bookshelf 4,Stationery,350,76,,,0
104,2024-07-22,200,Bookshelf 4,Stationery,350,76,,,0
104,2024-07-29,200,Bookshelf 4,Stationery,350,76,,,0
104,2024-08-05,193,Bookshelf 4,Stationery,350,76,,,0
104,2024-08-12,180,Bookshelf 4,Stationery,350,76,,,0
104,2024-08-19,189,Bookshelf 4,Stationery,350,76,,,0
104,2024-08-26,190,Bookshelf 4,Stationery,350,76,,,0
104,2024-09-02,180,Bookshelf 4,Stationery,350,76,,,0
104,2024-09-09,183,Bookshelf 4,Stationery,350,76,,,0
104,2024-09-16,175,Bookshelf 4,Stationery,350,76,,,0
104,2024-09-23,180,Bookshelf 4,Stationery,350,76,,,0
104,2024-09-30,187,Bookshelf 4,Stationery,350,76,,,0
104,2024-10-07,178,Bookshelf 4,Stationery,350,76,,,0
104,2024-10-14,192,Bookshelf 4,Stationery,350,76,,,0
104,2024-10-21,195,Bookshelf 4,Stationery,350,76,,,0
104,2024-10-28,191,Bookshelf 4,Stationery,350,76,,,0
104,2024-11-04,197,Bookshelf 4,Stationery,350,76,,,0
104,2024-11-11,193,Bookshelf 4,Stationery,350,76,,,0
104,2024-11-18,199,Bookshelf 4,Stationery,350,76,,,0
104,2024-11-25,201,Bookshelf 4,Stationery,350,76,,,0
104,2024-12-02,205,Bookshelf 4,Stationery,350,76,,,0
104,2024-12-09,199,Bookshelf 4,Stationery,350,76,,,0
104,2024-12-16,208,Bookshelf 4,Stationery,350,76,,,0
104,2024-12-23,230,Bookshelf 4,Stationery,350,76,,,0
104,2024-12-30,228,Bookshelf 4,Stationery,350,76,23.0,51.0,0
104,2025-01-06,260,Bookshelf 4,Stationery,350,76,45.0,49.0,1
104,2025-01-13,231,Bookshelf 4,Stationery,350,76,138.0,17.0,0
104,2025-01-20,247,Bookshelf 4,Stationery,350,76,230.0,73.0,0
104,2025-01-27,254,Bookshelf 4,Stationery,350,76,179.0,11.0,0
104,2025-02-03,248,Bookshelf 4,Stationery,350,76,92.0,0.0,0
104,2025-02-10,266,Bookshelf 4,Stationery,350,76,85.0,93.0,0
104,2025-02-17,255,Bookshelf 4,Stationery,350,76,244.0,21.0,0
104,2025-02-24,281,Bookshelf 4,Stationery,350,76,118.0,15.0,0
104,2025-03-03,276,Bookshelf 4,Stationery,350,76,84.0,1.0,0
104,2025-03-10,257,Bookshelf 4,Stationery,350,76,229.0,44.0,0
104,2025-03-17,288,Bookshelf 4,Stationery,350,76,48.0,96.0,0
104,2025-03-24,287,Bookshelf 4,Stationery,350,76,48.0,96.0,0
104,2025-03-31,276,Bookshelf 4,Stationery,350,76,114.0,80.0,0
104,2025-04-07,283,Bookshelf 4,Stationery,350,76,114.0,80.0,0
104,2025-04-14,279,Bookshelf 4,Stationery,350,76,231.0,9.0,0
104,2025-04-21,270,Bookshelf 4,Stationery,350,76,84.0,85.0,0
104,2025-04-28,288,Bookshelf 4,Stationery,350,76,121.0,37.0,0
104,2025-05-05,272,Bookshelf 4,Stationery,350,76,154.0,8.0,0
104,2025-05-12,291,Bookshelf 4,Stationery,350,76,99.0,70.0,0
104,2025-05-19,276,Bookshelf 4,Stationery,350,76,71.0,67.0,0
104,2025-05-26,273,Bookshelf 4,Stationery,350,76,247.0,36.0,0
104,2025-06-02,279,Bookshelf 4,Stationery,350,76,134.0,97.0,0
104,2025-06-09,259,Bookshelf 4,Stationery,350,76,150.0,12.0,0
104,2025-06-16,239,Bookshelf 4,Stationery,350,76,231.0,66.0,0
104,2025-06-23,242,Bookshelf 4,Stationery,350,76,73.0,30.0,0
104,2025-06-30,254,Bookshelf 4,Stationery,350,76,90.0,40.0,0
